locus_tag	ftype	length_bp	gene	EC_number	COG	product
IENKKHDG_01638	CDS	129				hypothetical protein
IENKKHDG_01639	CDS	174				hypothetical protein
IENKKHDG_01640	CDS	123				hypothetical protein
IENKKHDG_01641	CDS	129				hypothetical protein
IENKKHDG_01642	CDS	174				hypothetical protein
IENKKHDG_01643	CDS	123				hypothetical protein
IENKKHDG_01644	CDS	129				hypothetical protein
IENKKHDG_01645	CDS	174				hypothetical protein
IENKKHDG_01646	CDS	123				hypothetical protein
IENKKHDG_01647	CDS	129				hypothetical protein
IENKKHDG_01648	CDS	174				hypothetical protein
IENKKHDG_01649	CDS	123				hypothetical protein
IENKKHDG_01650	CDS	129				hypothetical protein
IENKKHDG_01651	CDS	174				hypothetical protein
IENKKHDG_01652	CDS	174				hypothetical protein
IENKKHDG_01653	CDS	123				hypothetical protein
IENKKHDG_01654	CDS	129				hypothetical protein
IENKKHDG_01655	CDS	174				hypothetical protein
IENKKHDG_01656	CDS	123				hypothetical protein
IENKKHDG_01657	CDS	129				hypothetical protein
IENKKHDG_01658	CDS	174				hypothetical protein
IENKKHDG_01659	CDS	174				hypothetical protein
IENKKHDG_01660	CDS	123				hypothetical protein
IENKKHDG_01661	CDS	129				hypothetical protein
IENKKHDG_01662	CDS	174				hypothetical protein
IENKKHDG_01663	CDS	123				hypothetical protein
IENKKHDG_01664	CDS	129				hypothetical protein
IENKKHDG_01665	CDS	174				hypothetical protein
IENKKHDG_01666	CDS	123				hypothetical protein
IENKKHDG_01667	CDS	129				hypothetical protein
IENKKHDG_01668	CDS	174				hypothetical protein
IENKKHDG_01669	CDS	123				hypothetical protein
IENKKHDG_01670	CDS	129				hypothetical protein
IENKKHDG_01671	CDS	174				hypothetical protein
IENKKHDG_01672	CDS	123				hypothetical protein
IENKKHDG_01673	CDS	129				hypothetical protein
IENKKHDG_01674	CDS	174				hypothetical protein
IENKKHDG_01675	CDS	123				hypothetical protein
IENKKHDG_01676	CDS	129				hypothetical protein
IENKKHDG_01677	CDS	174				hypothetical protein
IENKKHDG_01678	CDS	123				hypothetical protein
IENKKHDG_01679	CDS	129				hypothetical protein
IENKKHDG_01680	CDS	174				hypothetical protein
IENKKHDG_01681	CDS	123				hypothetical protein
IENKKHDG_01682	CDS	129				hypothetical protein
IENKKHDG_01683	CDS	174				hypothetical protein
IENKKHDG_01684	CDS	123				hypothetical protein
IENKKHDG_01685	CDS	129				hypothetical protein
IENKKHDG_01686	CDS	174				hypothetical protein
IENKKHDG_01687	CDS	174				hypothetical protein
IENKKHDG_01688	CDS	123				hypothetical protein
IENKKHDG_01689	CDS	129				hypothetical protein
IENKKHDG_01690	CDS	174				hypothetical protein
IENKKHDG_01691	CDS	180				hypothetical protein
IENKKHDG_01692	CDS	138				hypothetical protein
IENKKHDG_01693	CDS	129				hypothetical protein
IENKKHDG_01694	CDS	174				hypothetical protein
IENKKHDG_01695	CDS	123				hypothetical protein
IENKKHDG_01696	CDS	129				hypothetical protein
IENKKHDG_01697	CDS	174				hypothetical protein
IENKKHDG_01698	CDS	123				hypothetical protein
IENKKHDG_01699	CDS	129				hypothetical protein
IENKKHDG_01700	CDS	174				hypothetical protein
IENKKHDG_01701	CDS	123				hypothetical protein
IENKKHDG_01702	CDS	129				hypothetical protein
IENKKHDG_01703	CDS	174				hypothetical protein
IENKKHDG_01704	CDS	123				hypothetical protein
IENKKHDG_01705	CDS	129				hypothetical protein
IENKKHDG_01706	CDS	174				hypothetical protein
IENKKHDG_01707	CDS	171				hypothetical protein
IENKKHDG_01708	CDS	120				hypothetical protein
IENKKHDG_01709	CDS	129				hypothetical protein
IENKKHDG_01710	CDS	174				hypothetical protein
IENKKHDG_01711	CDS	171				hypothetical protein
IENKKHDG_01712	CDS	174				hypothetical protein
IENKKHDG_01713	CDS	186				hypothetical protein
IENKKHDG_01714	CDS	102				hypothetical protein
IENKKHDG_01715	CDS	129				hypothetical protein
IENKKHDG_01716	CDS	174				hypothetical protein
IENKKHDG_01717	CDS	123				hypothetical protein
IENKKHDG_01718	CDS	129				hypothetical protein
IENKKHDG_01719	CDS	174				hypothetical protein
IENKKHDG_01720	CDS	123				hypothetical protein
IENKKHDG_01721	CDS	129				hypothetical protein
IENKKHDG_01722	CDS	174				hypothetical protein
IENKKHDG_01723	CDS	123				hypothetical protein
IENKKHDG_01724	CDS	129				hypothetical protein
IENKKHDG_01725	CDS	174				hypothetical protein
IENKKHDG_01726	CDS	174				hypothetical protein
IENKKHDG_01727	CDS	123				hypothetical protein
IENKKHDG_01728	CDS	129				hypothetical protein
IENKKHDG_01729	CDS	174				hypothetical protein
IENKKHDG_01730	CDS	123				hypothetical protein
IENKKHDG_01731	CDS	129				hypothetical protein
IENKKHDG_01732	CDS	174				hypothetical protein
IENKKHDG_01733	CDS	174				hypothetical protein
IENKKHDG_01734	CDS	123				hypothetical protein
IENKKHDG_01735	CDS	129				hypothetical protein
IENKKHDG_01736	CDS	174				hypothetical protein
IENKKHDG_01737	CDS	114				hypothetical protein
IENKKHDG_01738	CDS	129				hypothetical protein
IENKKHDG_01739	CDS	174				hypothetical protein
IENKKHDG_01740	CDS	123				hypothetical protein
IENKKHDG_01741	CDS	129				hypothetical protein
IENKKHDG_01742	CDS	174				hypothetical protein
IENKKHDG_01743	CDS	174				hypothetical protein
IENKKHDG_01744	CDS	123				hypothetical protein
IENKKHDG_01745	CDS	129				hypothetical protein
IENKKHDG_01746	CDS	174				hypothetical protein
IENKKHDG_01747	CDS	123				hypothetical protein
IENKKHDG_01748	CDS	129				hypothetical protein
IENKKHDG_01749	CDS	174				hypothetical protein
IENKKHDG_01750	CDS	123				hypothetical protein
IENKKHDG_01751	CDS	174				hypothetical protein
IENKKHDG_01752	CDS	123				hypothetical protein
IENKKHDG_01753	CDS	129				hypothetical protein
IENKKHDG_01754	CDS	174				hypothetical protein
IENKKHDG_01755	CDS	123				hypothetical protein
IENKKHDG_01756	CDS	129				hypothetical protein
IENKKHDG_01757	CDS	174				hypothetical protein
IENKKHDG_01758	CDS	123				hypothetical protein
IENKKHDG_01759	CDS	129				hypothetical protein
IENKKHDG_01760	CDS	174				hypothetical protein
IENKKHDG_01761	CDS	123				hypothetical protein
IENKKHDG_01762	CDS	129				hypothetical protein
IENKKHDG_01763	CDS	174				hypothetical protein
IENKKHDG_01764	CDS	123				hypothetical protein
IENKKHDG_01765	CDS	174				hypothetical protein
IENKKHDG_01766	CDS	174				hypothetical protein
IENKKHDG_01767	CDS	123				hypothetical protein
IENKKHDG_01768	CDS	129				hypothetical protein
IENKKHDG_01769	CDS	174				hypothetical protein
IENKKHDG_01770	CDS	123				hypothetical protein
IENKKHDG_01771	CDS	129				hypothetical protein
IENKKHDG_01772	CDS	174				hypothetical protein
IENKKHDG_01773	CDS	123				hypothetical protein
IENKKHDG_01774	CDS	129				hypothetical protein
IENKKHDG_01775	CDS	174				hypothetical protein
IENKKHDG_01776	CDS	174				hypothetical protein
IENKKHDG_01777	CDS	123				hypothetical protein
IENKKHDG_01778	CDS	129				hypothetical protein
IENKKHDG_01779	CDS	174				hypothetical protein
IENKKHDG_01780	CDS	174				hypothetical protein
IENKKHDG_01781	CDS	123				hypothetical protein
IENKKHDG_01782	CDS	129				hypothetical protein
IENKKHDG_01783	CDS	174				hypothetical protein
IENKKHDG_01784	CDS	123				hypothetical protein
IENKKHDG_01785	CDS	129				hypothetical protein
IENKKHDG_01786	CDS	174				hypothetical protein
IENKKHDG_01787	CDS	174				hypothetical protein
IENKKHDG_01788	CDS	123				hypothetical protein
IENKKHDG_01789	CDS	129				hypothetical protein
IENKKHDG_01790	CDS	174				hypothetical protein
IENKKHDG_01791	CDS	123				hypothetical protein
IENKKHDG_01792	CDS	129				hypothetical protein
IENKKHDG_01793	CDS	174				hypothetical protein
IENKKHDG_01794	CDS	123				hypothetical protein
IENKKHDG_01795	CDS	129				hypothetical protein
IENKKHDG_01796	CDS	174				hypothetical protein
IENKKHDG_01797	CDS	174				hypothetical protein
IENKKHDG_01798	CDS	123				hypothetical protein
IENKKHDG_01799	CDS	129				hypothetical protein
IENKKHDG_01800	CDS	174				hypothetical protein
IENKKHDG_01801	CDS	174				hypothetical protein
IENKKHDG_01802	CDS	123				hypothetical protein
IENKKHDG_01803	CDS	129				hypothetical protein
IENKKHDG_01804	CDS	174				hypothetical protein
IENKKHDG_01805	CDS	174				hypothetical protein
IENKKHDG_01806	CDS	123				hypothetical protein
IENKKHDG_01807	CDS	129				hypothetical protein
IENKKHDG_01808	CDS	174				hypothetical protein
IENKKHDG_01809	CDS	123				hypothetical protein
IENKKHDG_01810	CDS	129				hypothetical protein
IENKKHDG_01811	CDS	174				hypothetical protein
IENKKHDG_01812	CDS	123				hypothetical protein
IENKKHDG_01813	CDS	129				hypothetical protein
IENKKHDG_01814	CDS	174				hypothetical protein
IENKKHDG_01815	CDS	123				hypothetical protein
IENKKHDG_01816	CDS	129				hypothetical protein
IENKKHDG_01817	CDS	174				hypothetical protein
IENKKHDG_01818	CDS	174				hypothetical protein
IENKKHDG_01819	CDS	123				hypothetical protein
IENKKHDG_01820	CDS	129				hypothetical protein
IENKKHDG_01821	CDS	174				hypothetical protein
IENKKHDG_01822	CDS	180				hypothetical protein
IENKKHDG_01823	CDS	174				hypothetical protein
IENKKHDG_01824	CDS	123				hypothetical protein
IENKKHDG_01825	CDS	129				hypothetical protein
IENKKHDG_01826	CDS	174				hypothetical protein
IENKKHDG_01827	CDS	123				hypothetical protein
IENKKHDG_01828	CDS	129				hypothetical protein
IENKKHDG_01829	CDS	174				hypothetical protein
IENKKHDG_01830	CDS	123				hypothetical protein
IENKKHDG_01831	CDS	129				hypothetical protein
IENKKHDG_01832	CDS	174				hypothetical protein
IENKKHDG_01833	CDS	123				hypothetical protein
IENKKHDG_01834	CDS	129				hypothetical protein
IENKKHDG_01835	CDS	174				hypothetical protein
IENKKHDG_01836	CDS	180				hypothetical protein
IENKKHDG_01837	CDS	138				hypothetical protein
IENKKHDG_01838	CDS	129				hypothetical protein
IENKKHDG_01839	CDS	174				hypothetical protein
IENKKHDG_01840	CDS	174				hypothetical protein
IENKKHDG_01841	CDS	123				hypothetical protein
IENKKHDG_01842	CDS	129				hypothetical protein
IENKKHDG_01843	CDS	174				hypothetical protein
IENKKHDG_01844	CDS	123				hypothetical protein
IENKKHDG_01845	CDS	174				hypothetical protein
IENKKHDG_01846	CDS	123				hypothetical protein
IENKKHDG_01847	CDS	129				hypothetical protein
IENKKHDG_01848	CDS	174				hypothetical protein
IENKKHDG_01849	CDS	123				hypothetical protein
IENKKHDG_01850	CDS	129				hypothetical protein
IENKKHDG_01851	CDS	174				hypothetical protein
IENKKHDG_01852	CDS	123				hypothetical protein
IENKKHDG_01853	CDS	129				hypothetical protein
IENKKHDG_01854	CDS	174				hypothetical protein
IENKKHDG_01855	CDS	174				hypothetical protein
IENKKHDG_01856	CDS	180				hypothetical protein
IENKKHDG_01857	CDS	105				hypothetical protein
IENKKHDG_01858	CDS	129				hypothetical protein
IENKKHDG_01859	CDS	123				hypothetical protein
IENKKHDG_01860	CDS	129				hypothetical protein
IENKKHDG_01861	CDS	174				hypothetical protein
IENKKHDG_01862	CDS	123				hypothetical protein
IENKKHDG_01863	CDS	129				hypothetical protein
IENKKHDG_01864	CDS	174				hypothetical protein
IENKKHDG_01865	CDS	123				hypothetical protein
IENKKHDG_01866	CDS	129				hypothetical protein
IENKKHDG_01867	CDS	174				hypothetical protein
IENKKHDG_01868	CDS	174				hypothetical protein
IENKKHDG_01869	CDS	174				hypothetical protein
IENKKHDG_01870	CDS	174				hypothetical protein
IENKKHDG_01871	CDS	174				hypothetical protein
IENKKHDG_01872	CDS	174				hypothetical protein
IENKKHDG_01873	CDS	174				hypothetical protein
IENKKHDG_01874	CDS	129				hypothetical protein
IENKKHDG_01875	CDS	174				hypothetical protein
IENKKHDG_01876	CDS	123				hypothetical protein
IENKKHDG_01877	CDS	129				hypothetical protein
IENKKHDG_01878	CDS	174				hypothetical protein
IENKKHDG_01879	CDS	123				hypothetical protein
IENKKHDG_01880	CDS	129				hypothetical protein
IENKKHDG_01881	CDS	174				hypothetical protein
IENKKHDG_01882	CDS	123				hypothetical protein
IENKKHDG_01883	CDS	129				hypothetical protein
IENKKHDG_01884	CDS	174				hypothetical protein
IENKKHDG_01885	CDS	123				hypothetical protein
IENKKHDG_01886	CDS	129				hypothetical protein
IENKKHDG_01887	CDS	174				hypothetical protein
IENKKHDG_01888	CDS	174				hypothetical protein
IENKKHDG_01889	CDS	129				hypothetical protein
IENKKHDG_01890	CDS	174				hypothetical protein
IENKKHDG_01891	CDS	123				hypothetical protein
IENKKHDG_01892	CDS	129				hypothetical protein
IENKKHDG_01893	CDS	174				hypothetical protein
IENKKHDG_01894	CDS	174				hypothetical protein
IENKKHDG_01895	CDS	123				hypothetical protein
IENKKHDG_01896	CDS	129				hypothetical protein
IENKKHDG_01897	CDS	174				hypothetical protein
IENKKHDG_01898	CDS	174				hypothetical protein
IENKKHDG_01899	CDS	213				hypothetical protein
IENKKHDG_01900	CDS	174				hypothetical protein
IENKKHDG_01901	CDS	123				hypothetical protein
IENKKHDG_01902	CDS	129				hypothetical protein
IENKKHDG_01903	CDS	174				hypothetical protein
IENKKHDG_01904	CDS	174				hypothetical protein
IENKKHDG_01905	CDS	123				hypothetical protein
IENKKHDG_01906	CDS	129				hypothetical protein
IENKKHDG_01907	CDS	174				hypothetical protein
IENKKHDG_01908	CDS	123				hypothetical protein
IENKKHDG_01909	CDS	129				hypothetical protein
IENKKHDG_01910	CDS	174				hypothetical protein
IENKKHDG_01911	CDS	123				hypothetical protein
IENKKHDG_01912	CDS	129				hypothetical protein
IENKKHDG_01913	CDS	174				hypothetical protein
IENKKHDG_01914	CDS	123				hypothetical protein
IENKKHDG_01915	CDS	129				hypothetical protein
IENKKHDG_01916	CDS	174				hypothetical protein
IENKKHDG_01917	CDS	174				hypothetical protein
IENKKHDG_01918	CDS	123				hypothetical protein
IENKKHDG_01919	CDS	129				hypothetical protein
IENKKHDG_01920	CDS	174				hypothetical protein
IENKKHDG_01921	CDS	174				hypothetical protein
IENKKHDG_01922	CDS	174				hypothetical protein
IENKKHDG_01923	CDS	174				hypothetical protein
IENKKHDG_01924	CDS	174				hypothetical protein
IENKKHDG_01925	CDS	174				hypothetical protein
IENKKHDG_01926	CDS	123				hypothetical protein
IENKKHDG_01927	CDS	129				hypothetical protein
IENKKHDG_01928	CDS	174				hypothetical protein
IENKKHDG_01929	CDS	123				hypothetical protein
IENKKHDG_01930	CDS	129				hypothetical protein
IENKKHDG_01931	CDS	174				hypothetical protein
IENKKHDG_01932	CDS	123				hypothetical protein
IENKKHDG_01933	CDS	129				hypothetical protein
IENKKHDG_01934	CDS	174				hypothetical protein
IENKKHDG_01935	CDS	174				hypothetical protein
IENKKHDG_01936	CDS	123				hypothetical protein
IENKKHDG_01937	CDS	129				hypothetical protein
IENKKHDG_01938	CDS	174				hypothetical protein
IENKKHDG_01939	CDS	174				hypothetical protein
IENKKHDG_01940	CDS	174				hypothetical protein
IENKKHDG_01941	CDS	123				hypothetical protein
IENKKHDG_01942	CDS	129				hypothetical protein
IENKKHDG_01943	CDS	174				hypothetical protein
IENKKHDG_01944	CDS	174				hypothetical protein
IENKKHDG_01945	CDS	174				hypothetical protein
IENKKHDG_01946	CDS	123				hypothetical protein
IENKKHDG_01947	CDS	129				hypothetical protein
IENKKHDG_01948	CDS	174				hypothetical protein
IENKKHDG_01949	CDS	174				hypothetical protein
IENKKHDG_01950	CDS	123				hypothetical protein
IENKKHDG_01951	CDS	129				hypothetical protein
IENKKHDG_01952	CDS	174				hypothetical protein
IENKKHDG_01953	CDS	123				hypothetical protein
IENKKHDG_01954	CDS	129				hypothetical protein
IENKKHDG_01955	CDS	174				hypothetical protein
IENKKHDG_01956	CDS	123				hypothetical protein
IENKKHDG_01957	CDS	129				hypothetical protein
IENKKHDG_01958	CDS	174				hypothetical protein
IENKKHDG_01959	CDS	123				hypothetical protein
IENKKHDG_01960	CDS	129				hypothetical protein
IENKKHDG_01961	CDS	123				hypothetical protein
IENKKHDG_01962	CDS	129				hypothetical protein
IENKKHDG_01963	CDS	174				hypothetical protein
IENKKHDG_01964	CDS	180				hypothetical protein
IENKKHDG_01965	CDS	105				hypothetical protein
IENKKHDG_01966	CDS	129				hypothetical protein
IENKKHDG_01967	CDS	174				hypothetical protein
IENKKHDG_01968	CDS	123				hypothetical protein
IENKKHDG_01969	CDS	129				hypothetical protein
IENKKHDG_01970	CDS	174				hypothetical protein
IENKKHDG_01971	CDS	174				hypothetical protein
IENKKHDG_01972	CDS	123				hypothetical protein
IENKKHDG_01973	CDS	129				hypothetical protein
IENKKHDG_01974	CDS	174				hypothetical protein
IENKKHDG_01975	CDS	123				hypothetical protein
IENKKHDG_01976	CDS	129				hypothetical protein
IENKKHDG_01977	CDS	174				hypothetical protein
IENKKHDG_01978	CDS	123				hypothetical protein
IENKKHDG_01979	CDS	129				hypothetical protein
IENKKHDG_01980	CDS	174				hypothetical protein
IENKKHDG_01981	CDS	174				hypothetical protein
IENKKHDG_01982	CDS	123				hypothetical protein
IENKKHDG_01983	CDS	129				hypothetical protein
IENKKHDG_01984	CDS	174				hypothetical protein
IENKKHDG_01985	CDS	123				hypothetical protein
IENKKHDG_01986	CDS	129				hypothetical protein
IENKKHDG_01987	CDS	174				hypothetical protein
IENKKHDG_01988	CDS	174				hypothetical protein
IENKKHDG_01989	CDS	174				hypothetical protein
IENKKHDG_01990	CDS	123				hypothetical protein
IENKKHDG_01991	CDS	129				hypothetical protein
IENKKHDG_01992	CDS	174				hypothetical protein
IENKKHDG_01993	CDS	123				hypothetical protein
IENKKHDG_01994	CDS	129				hypothetical protein
IENKKHDG_01995	CDS	108				hypothetical protein
IENKKHDG_01996	CDS	174				hypothetical protein
IENKKHDG_01997	CDS	174				hypothetical protein
IENKKHDG_01998	CDS	123				hypothetical protein
IENKKHDG_01999	CDS	129				hypothetical protein
IENKKHDG_02000	CDS	174				hypothetical protein
IENKKHDG_02001	CDS	123				hypothetical protein
IENKKHDG_02002	CDS	129				hypothetical protein
IENKKHDG_02003	CDS	174				hypothetical protein
IENKKHDG_02004	CDS	174				hypothetical protein
IENKKHDG_02005	CDS	123				hypothetical protein
IENKKHDG_02006	CDS	129				hypothetical protein
IENKKHDG_02007	CDS	174				hypothetical protein
IENKKHDG_02008	CDS	186				hypothetical protein
IENKKHDG_02009	CDS	102				hypothetical protein
IENKKHDG_02010	CDS	129				hypothetical protein
IENKKHDG_02011	CDS	174				hypothetical protein
IENKKHDG_02012	CDS	123				hypothetical protein
IENKKHDG_02013	CDS	129				hypothetical protein
IENKKHDG_02014	CDS	174				hypothetical protein
IENKKHDG_02015	CDS	174				hypothetical protein
IENKKHDG_02016	CDS	174				hypothetical protein
IENKKHDG_02017	CDS	123				hypothetical protein
IENKKHDG_02018	CDS	129				hypothetical protein
IENKKHDG_02019	CDS	174				hypothetical protein
IENKKHDG_02020	CDS	123				hypothetical protein
IENKKHDG_02021	CDS	114				hypothetical protein
IENKKHDG_02022	CDS	174				hypothetical protein
IENKKHDG_02023	CDS	174				hypothetical protein
IENKKHDG_02024	CDS	123				hypothetical protein
IENKKHDG_02025	CDS	129				hypothetical protein
IENKKHDG_02026	CDS	174				hypothetical protein
IENKKHDG_02027	CDS	174				hypothetical protein
IENKKHDG_02028	CDS	123				hypothetical protein
IENKKHDG_02029	CDS	129				hypothetical protein
IENKKHDG_02030	CDS	174				hypothetical protein
IENKKHDG_02031	CDS	180				hypothetical protein
IENKKHDG_02032	CDS	105				hypothetical protein
IENKKHDG_02033	CDS	129				hypothetical protein
IENKKHDG_02034	CDS	174				hypothetical protein
IENKKHDG_02035	CDS	123				hypothetical protein
IENKKHDG_02036	CDS	129				hypothetical protein
IENKKHDG_02037	CDS	174				hypothetical protein
